SEM_EXM_EXCH_ID,SEM_SEGMENT,SEM_SMST_SECURITY_ID,SEM_INSTRUMENT_NAME,SEM_EXPIRY_CODE,SEM_TRADING_SYMBOL,SEM_LOT_UNITS,SEM_CUSTOM_SYMBOL,SEM_EXPIRY_DATE,SEM_STRIKE_PRICE,SEM_OPTION_TYPE,SEM_TICK_SIZE,SEM_EXPIRY_FLAG,SEM_EXCH_INSTRUMENT_TYPE,SEM_SERIES,SM_SYMBOL_NAME
NSE,E,11538,EQUITY,0,HDFCMOMENT,1,HDFC Nifty 200 Momentum 30 ETF,,,,1,NA,ETF,EQ,HDFCAMC - HDFCMOMENT
NSE,E,11543,EQUITY,0,COFORGE,1,Coforge,,,,10,NA,ES,EQ,COFORGE LIMITED
NSE,E,11547,EQUITY,0,HDFCLOWVOL,1,HDFC Nifty 100 Low Volatility 30 ETF,,,,1,NA,ETF,EQ,HDFCAMC - HDFCLOWVOL
NSE,E,11549,EQUITY,0,TEXINFRA,1,Texmaco Infrastructure & Holdings,,,,1,NA,ES,EQ,TEXMACO INFRA & HOLDG LTD
NSE,E,11566,EQUITY,0,DCI,1,DC Infotech & Communications,,,,5,NA,ES,EQ,DC INFOTECH AND COMUN LTD
NSE,E,11571,EQUITY,0,PPLPHARMA,1,Piramal Pharma,,,,1,NA,ES,EQ,PIRAMAL PHARMA LIMITED
NSE,E,11573,EQUITY,0,FORCEMOT,1,Force Motors,,,,100,NA,ES,EQ,FORCE MOTORS LIMITED
NSE,E,11580,EQUITY,0,WESTLIFE,1,Westlife Foodworld,,,,5,NA,ES,EQ,WESTLIFE FOODWORLD LTD
NSE,E,11581,EQUITY,0,GULFPETRO,1,GP Petroleums,,,,1,NA,ES,EQ,GP PETROLEUMS LIMITED
NSE,E,11582,EQUITY,0,TRACXN,1,Tracxn Technologies,,,,1,NA,ES,EQ,TRACXN TECHNOLOGIES LTD
NSE,E,11591,EQUITY,0,HDFCNIFTY,1,HDFC Nifty 50 ETF,,,,1,NA,ETF,EQ,HDFCAMC - HDFCNIFTY
NSE,E,11593,EQUITY,0,HDFCSENSEX,1,HDFC Sensex ETF,,,,1,NA,ETF,EQ,HDFCAMC - HDFCSENSEX
NSE,E,11596,EQUITY,0,LINCOLN,1,Lincoln Pharmaceuticals,,,,5,NA,ES,EQ,LINCOLN PHARMA LTD
NSE,E,11602,EQUITY,0,INDSWFTLTD,1,Ind Swift,,,,1,NA,ES,EQ,IND-SWIFT LIMITED
NSE,E,11606,EQUITY,0,GUFICBIO,1,Gufic BioSciences,,,,5,NA,ES,EQ,GUFIC BIOSCIENCES LTD.
NSE,E,11618,EQUITY,0,ASTRAMICRO,1,Astra Microwave Products,,,,10,NA,ES,EQ,ASTRA MICROWAVE LTD
NSE,E,11619,EQUITY,0,GOLDENTOBC,1,Golden Tobacco,,,,1,NA,ES,BZ,GOLDEN TOBACCO LIMITED
NSE,E,1162,EQUITY,0,GTL,1,GTL,,,,1,NA,ES,EQ,GTL LTD
NSE,E,11626,EQUITY,0,WELENT,1,Welspun Enterprises,,,,5,NA,ES,EQ,WELSPUN ENTERPRISES LTD.
NSE,E,11627,EQUITY,0,NARMADA,1,Narmada Agrobase,,,,1,NA,ES,EQ,NARMADA AGROBASE LIMITED
NSE,E,11630,EQUITY,0,NTPC,1,NTPC,,,,5,NA,ES,EQ,NTPC LTD
NSE,E,11634,EQUITY,0,SALSTEEL,1,SAL Steel,,,,1,NA,ES,EQ,S.A.L. STEEL LTD.
NSE,E,1164,EQUITY,0,NEWGEN,1,Newgen Software Technologies,,,,10,NA,ES,EQ,NEWGEN SOFTWARE TECH LTD
NSE,E,11640,EQUITY,0,BOHRAIND,1,Bohra Industries,,,,1,NA,ES,EQ,BOHRA INDUSTRIES LIMITED
NSE,E,11647,EQUITY,0,KOTARISUG,1,Kothari Sugars & Chemicals,,,,1,NA,ES,EQ,KOTHARI SUG & CHEM LTD.
NSE,E,11654,EQUITY,0,LALPATHLAB,1,Dr. Lal Path Labs,,,,10,NA,ES,EQ,DR. LAL PATH LABS LTD.
NSE,E,11655,EQUITY,0,JBMA,1,JBM Auto,,,,5,NA,ES,EQ,JBM AUTO LIMITED
NSE,E,11667,EQUITY,0,DWARKESH,1,Dwarikesh Sugar Industries,,,,1,NA,ES,EQ,DWARIKESH SUGAR IND LTD
NSE,E,11677,EQUITY,0,INDOCO,1,Indoco Remedies,,,,5,NA,ES,EQ,INDOCO REMEDIES LTD.
NSE,E,1168,EQUITY,0,GMBREW,1,GM Breweries,,,,5,NA,ES,EQ,G M BREWERIES LTD
NSE,E,11689,EQUITY,0,SUPRAJIT,1,Suprajit Engineering,,,,5,NA,ES,EQ,SUPRAJIT ENGINEERING LTD
NSE,E,11699,EQUITY,0,PATELENG,1,Patel Engineering,,,,1,NA,ES,EQ,PATEL ENGINEERING LTD.
NSE,E,11703,EQUITY,0,ALKEM,1,Alkem Laboratories,,,,10,NA,ES,EQ,ALKEM LABORATORIES LTD.
NSE,E,11705,EQUITY,0,XCHANGING,1,Xchanging Solutions,,,,1,NA,ES,EQ,XCHANGING SOLUTIONS LTD
NSE,E,11723,EQUITY,0,JSWSTEEL,1,JSW Steel,,,,10,NA,ES,EQ,JSW STEEL LIMITED
NSE,E,11731,EQUITY,0,CONSOFINVT,1,Consolidated Finvest & Holdings,,,,1,NA,ES,EQ,CONSO. FIN. & HOLD. LTD.
NSE,E,1174,EQUITY,0,GNFC,1,Gujarat Narmada Valley Fert & Chem,,,,5,NA,ES,EQ,GUJ NAR VAL FER & CHEM L
NSE,E,11744,EQUITY,0,JINDALPHOT,1,Jindal Photo,,,,5,NA,ES,BE,JINDAL PHOTO LIMITED
NSE,E,11763,EQUITY,0,JPPOWER,1,Jaiprakash Power Ventures,,,,1,NA,ES,EQ,JAIPRAKASH POWER VEN. LTD
NSE,E,11778,EQUITY,0,GOKEX,1,Gokaldas Exports,,,,5,NA,ES,EQ,GOKALDAS EXPORTS LTD.
NSE,E,11779,EQUITY,0,ACEINTEG,1,Ace Integrated Solutions,,,,1,NA,ES,EQ,ACE INTEGRATED SOLU. LTD.
NSE,E,11782,EQUITY,0,EVEREADY,1,Eveready Industries,,,,5,NA,ES,EQ,EVEREADY INDS. IND.  LTD.
NSE,E,11787,EQUITY,0,GOYALALUM,1,Goyal Aluminiums,,,,1,NA,ES,EQ,GOYAL ALUMINIUMS LIMITED
NSE,E,11794,EQUITY,0,SAKSOFT,1,Saksoft,,,,1,NA,ES,EQ,SAKSOFT LIMITED
NSE,E,11796,EQUITY,0,HPIL,1,Hindprakash Industries,,,,1,NA,ES,EQ,HINDPRAKASH INDUSTRY LTD
NSE,E,11798,EQUITY,0,ALLDIGI,1,Alldigi Tech,,,,5,NA,ES,EQ,ALLDIGI TECH LIMITED
NSE,E,11804,EQUITY,0,SUKHJITS,1,Sukhjit Starch & Chemicals,,,,1,NA,ES,EQ,SUKHJIT STARCH & CHEM LTD
NSE,E,11809,EQUITY,0,IIFL,1,IIFL Finance,,,,5,NA,ES,EQ,IIFL FINANCE LIMITED
NSE,E,1181,EQUITY,0,GODFRYPHLP,1,Godfrey Phillips,,,,50,NA,ES,EQ,GODFREY PHILLIPS INDIA LT
NSE,E,11813,EQUITY,0,SHOPERSTOP,1,Shoppers Stop,,,,5,NA,ES,EQ,SHOPPERS STOP LIMITED
NSE,E,11817,EQUITY,0,MANGALAM,1,Mangalam Drugs & Organics,,,,1,NA,ES,EQ,MANGALAM DRUG & CHEM LTD
NSE,E,11821,EQUITY,0,WELCORP,1,Welspun Corp,,,,5,NA,ES,EQ,WELSPUN CORP LIMITED
NSE,E,11829,EQUITY,0,SSWL,1,Steel Strips Wheels,,,,5,NA,ES,EQ,STEEL STRIPS WHEELS LTD.
NSE,E,11840,EQUITY,0,NH,1,Narayana Hrudayalaya,,,,10,NA,ES,EQ,NARAYANA HRUDAYALAYA LTD.
NSE,E,11842,EQUITY,0,CYBERMEDIA,1,Cyber Media,,,,1,NA,ES,EQ,CYBER MEDIA (INDIA) LTD.
NSE,E,1185,EQUITY,0,AMBER,1,Amber Enterprises,,,,50,NA,ES,EQ,AMBER ENTERPRISES (I) LTD
NSE,E,11852,EQUITY,0,SURYALAXMI,1,Suryalakshmi Cotton Mills,,,,1,NA,ES,EQ,SURYALAKSHMI COT MIL LTD
NSE,E,11856,EQUITY,0,SHAHALLOYS,1,Shah Alloys,,,,1,NA,ES,EQ,SHAH ALLOYS LIMITED
NSE,E,1186,EQUITY,0,GLAND,1,Gland Pharma,,,,10,NA,ES,EQ,GLAND PHARMA LIMITED
NSE,E,11860,EQUITY,0,JKPAPER,1,JK Paper,,,,5,NA,ES,EQ,JK PAPER LIMITED
NSE,E,11864,EQUITY,0,PRIMESECU,1,Prime Securities,,,,5,NA,ES,EQ,PRIME SECURITIES LIMITED
NSE,E,11868,EQUITY,0,63MOONS,1,63 Moons Technologies,,,,10,NA,ES,EQ,63 MOONS TECHNOLOGIES LTD
NSE,E,11872,EQUITY,0,GRANULES,1,Granules,,,,5,NA,ES,EQ,GRANULES INDIA LIMITED
NSE,E,11883,EQUITY,0,JSWHL,1,JSW Holdings,,,,500,NA,ES,BE,JSW HOLDINGS LIMITED
NSE,E,11884,EQUITY,0,MANINDS,1,Man Industries,,,,5,NA,ES,EQ,MAN INDUSTRIES (I) LTD.
NSE,E,11892,EQUITY,0,VHL,1,Vardhman Holdings,,,,10,NA,ES,EQ,VARDHMAN HOLDINGS LIMITED
NSE,E,11895,EQUITY,0,DCXINDIA,1,DCX Systems,,,,5,NA,ES,EQ,DCX SYSTEMS LIMITED
NSE,E,11896,EQUITY,0,GEOJITFSL,1,Geojit Financial Services,,,,1,NA,ES,EQ,GEOJIT FINANCIAL SER L
NSE,E,1190,EQUITY,0,FMGOETZE,1,Federal Mogul Goetze,,,,5,NA,ES,EQ,FEDERAL-MOGUL GOETZE (IND
NSE,E,11905,EQUITY,0,GENUSPOWER,1,Genus Power Infrastructures,,,,5,NA,ES,EQ,GENUS POWER INFRASTRU LTD
NSE,E,11909,EQUITY,0,SWELECTES,1,SWELECT Energy Systems,,,,5,NA,ES,EQ,SWELECT ENERGY SYS LTD
NSE,E,11915,EQUITY,0,YESBANK,1,Yes Bank,,,,1,NA,ES,EQ,YES BANK LIMITED
NSE,E,11919,EQUITY,0,MSPL,1,MSP Steel & Power,,,,1,NA,ES,EQ,MSP STEEL & POWER LTD.
NSE,E,11930,EQUITY,0,NECLIFE,1,Nectar Lifesciences,,,,1,NA,ES,BE,NECTAR LIFESCIENCES LTD.
NSE,E,11932,EQUITY,0,FUSION,1,Fusion Finance,,,,1,NA,ES,EQ,FUSION FINANCE LIMITED
NSE,E,11938,EQUITY,0,SPLIL,1,SPL Industries,,,,1,NA,ES,BE,SPL INDUSTRIES LIMITED
NSE,E,11943,EQUITY,0,MCLEODRUSS,1,McLeod Russel,,,,1,NA,ES,EQ,MCLEOD RUSSEL INDIA LTD.
NSE,E,11956,EQUITY,0,MEDANTA,1,Global Health,,,,10,NA,ES,EQ,GLOBAL HEALTH LIMITED
NSE,E,1196,EQUITY,0,KANSAINER,1,Kansai Nerolac Paints,,,,5,NA,ES,EQ,KANSAI NEROLAC PAINTS LTD
NSE,E,11964,EQUITY,0,SEMAC,1,Semac Construction,,,,5,NA,ES,BE,SEMAC CONSTRUCTION LTD
NSE,E,11966,EQUITY,0,BIKAJI,1,Bikaji Foods International,,,,5,NA,ES,EQ,BIKAJI FOODS INTERN LTD
NSE,E,11971,EQUITY,0,GOLDIAM,1,Goldiam International,,,,5,NA,ES,EQ,GOLDIAM INTERNATIONAL LTD
NSE,E,11975,EQUITY,0,RML,1,Rane Madras,,,,5,NA,ES,EQ,RANE (MADRAS) LIMITED
NSE,E,11982,EQUITY,0,HTMEDIA,1,HT Media,,,,1,NA,ES,BE,HT MEDIA LIMITED
NSE,E,11983,EQUITY,0,SASKEN,1,Sasken Technologies,,,,10,NA,ES,EQ,SASKEN TECHNOLOGIES LTD
NSE,E,11987,EQUITY,0,ICIL,1,Indo Count Industries,,,,5,NA,ES,EQ,INDO COUNT INDUSTRIES LTD
NSE,E,11997,EQUITY,0,SYNCOMF,1,Syncom Formulations,,,,1,NA,ES,BE,SYNCOM FORMU (I) LTD
NSE,E,11999,EQUITY,0,FCSSOFT,1,FCS Software Solutions,,,,1,NA,ES,EQ,FCS SOFTWARE SOLN. LTD.
NSE,E,1200,EQUITY,0,ESG,1,Mirae Asset Nifty 100 ESG Sector Leader,,,,1,NA,ETF,EQ,MIRAEAMC - MAESGETF
NSE,E,12000,EQUITY,0,FAZE3Q,1,Faze Three,,,,5,NA,ES,EQ,FAZE THREE LIMITED
NSE,E,12009,EQUITY,0,IMPAL,1,India Motor Parts & Accessories,,,,10,NA,ES,EQ,IND MOTOR PART & ACC LTD
NSE,E,12015,EQUITY,0,AEROENTER,1,Aeroflex Enterprises,,,,1,NA,ES,EQ,AEROFLEX ENTERPRISES LTD
NSE,E,12018,EQUITY,0,SUZLON,1,Suzlon Energy,,,,1,NA,ES,EQ,SUZLON ENERGY LIMITED
NSE,E,12022,EQUITY,0,AURIONPRO,1,Aurionpro Solutions,,,,10,NA,ES,EQ,AURIONPRO SOLN LTD
NSE,E,12024,EQUITY,0,ACI,1,Archean Chemical Industries,,,,5,NA,ES,EQ,ARCHEAN CHEMICAL IND LTD
NSE,E,12026,EQUITY,0,RENUKA,1,Shree Renuka Sugars,,,,1,NA,ES,EQ,SHREE RENUKA SUGARS LTD
NSE,E,12032,EQUITY,0,FIVESTAR,1,Five Star Business Finance,,,,5,NA,ES,EQ,FIVE-STAR BUS FIN LTD
NSE,E,12034,EQUITY,0,BASML,1,Bannari Amman Spinning Mills,,,,1,NA,ES,EQ,BANNARI AM SPIN MILL LTD.
NSE,E,12072,EQUITY,0,SCPL,1,Sheetal Cool Products,,,,5,NA,ES,EQ,SHEETAL COOL PRODUCTS LTD
NSE,E,12092,EQUITY,0,KAYNES,1,Kaynes Technology,,,,50,NA,ES,EQ,KAYNES TECHNOLOGY IND LTD
NSE,E,12101,EQUITY,0,HDFCNIFIT,1,HDFC Nifty IT ETF,,,,1,NA,ETF,EQ,HDFCAMC - HDFCNIFIT
NSE,E,12108,EQUITY,0,HDFCPVTBAN,1,HDFC Nifty Private Bank ETF,,,,1,NA,ETF,EQ,HDFCAMC - HDFCPVTBAN
NSE,E,12124,EQUITY,0,DOLATALGO,1,Dolat Algotech,,,,1,NA,ES,EQ,DOLAT ALGOTECH LIMITED
NSE,E,12153,EQUITY,0,BBTCL,1,B&B Triplewall Containers,,,,1,NA,ES,EQ,B&B TRIPLEWALL CONT LTD
NSE,E,1216,EQUITY,0,PRAXIS,1,Praxis Home Retail,,,,1,NA,ES,BE,PRAXIS HOME RETAIL LTD
NSE,E,12173,EQUITY,0,HNDFDS,1,Hindustan Foods,,,,5,NA,ES,EQ,HINDUSTAN FOODS LIMITED
NSE,E,12193,EQUITY,0,INOXGREEN,1,Inox Green Energy Services,,,,1,NA,ES,BE,INOX GREEN ENERGY SER LTD
NSE,E,12219,EQUITY,0,RUSTOMJEE,1,Keystone Realtors,,,,5,NA,ES,EQ,KEYSTONE REALTORS LIMITED
NSE,E,1232,EQUITY,0,GRASIM,1,Grasim Industries,,,,10,NA,ES,EQ,GRASIM INDUSTRIES LTD
NSE,E,1235,EQUITY,0,GREAVESCOT,1,Greaves Cotton,,,,1,NA,ES,EQ,GREAVES COTTON LTD.
NSE,E,12384,EQUITY,0,ZIMLAB,1,Zim Laboratories,,,,1,NA,ES,EQ,ZIM LABORATORIES LIMITED
NSE,E,1247,EQUITY,0,GSFC,1,Gujarat State Fertilizers & Chemicals,,,,1,NA,ES,EQ,GUJ STATE FERT & CHEM LTD
NSE,E,12489,EQUITY,0,SWSOLAR,1,Sterling & Wilson Renewable Energy,,,,5,NA,ES,EQ,STRLNG & WIL REN ENE LTD
NSE,E,1250,EQUITY,0,CASTROLIND,1,Castrol,,,,1,NA,ES,EQ,CASTROL INDIA LIMITED
NSE,E,12506,EQUITY,0,VINNY,1,Vinny Overseas,,,,1,NA,ES,BE,VINNY OVERSEAS LIMITED
NSE,E,12533,EQUITY,0,AAATECH,1,AAA Technologies,,,,1,NA,ES,EQ,AAA TECHNOLOGIES LIMITED
NSE,E,12578,EQUITY,0,FINIETF,1,ICICI Pru Nifty Fin Svc Ex-Bank ETF,,,,1,NA,ETF,EQ,ICICIPRAMC-ICICIFIN
NSE,E,12603,EQUITY,0,PRECAM,1,Precision Camshafts,,,,1,NA,ES,EQ,PRECISION CAMSHAFTS LTD.
NSE,E,12643,EQUITY,0,OSIAHYPER,1,Osia Hyper Retail,,,,1,NA,ES,BE,OSIA HYPER RETAIL LIMITED
NSE,E,1267,EQUITY,0,GUJALKALI,1,Gujarat Alkalies & Chemicals,,,,5,NA,ES,EQ,GUJARAT ALKALIES & CHEM
NSE,E,12686,EQUITY,0,MBAPL,1,Madhya Bharat Agro,,,,5,NA,ES,EQ,MADHYA BHARAT AGRO P. LTD
NSE,E,1270,EQUITY,0,AMBUJACEM,1,Ambuja Cements,,,,5,NA,ES,EQ,AMBUJA CEMENTS LTD
NSE,E,12716,EQUITY,0,TEAMLEASE,1,Teamlease Services,,,,10,NA,ES,EQ,TEAMLEASE SERVICES LTD.
NSE,E,12749,EQUITY,0,DJML,1,DJ Mediaprint & Logistics,,,,1,NA,ES,EQ,DJ MEDIAPRINT & LOG LTD
NSE,E,128,EQUITY,0,ROUTE,1,Route Mobile,,,,10,NA,ES,EQ,ROUTE MOBILE LIMITED
NSE,E,12814,EQUITY,0,HYBRIDFIN,1,Hybrid Financial Services,,,,1,NA,ES,BE,HYBRID FINANCIAL SERVICE
NSE,E,12847,EQUITY,0,KRISHANA,1,Krishana Phoschem,,,,5,NA,ES,EQ,KRISHANA PHOSCHEM LIMITED
NSE,E,1289,EQUITY,0,GFLLIMITED,1,GFL,,,,1,NA,ES,EQ,GFL LIMITED
NSE,E,12913,EQUITY,0,SARVESHWAR,1,Sarveshwar Foods,,,,1,NA,ES,EQ,SARVESHWAR FOODS LIMITED
NSE,E,12978,EQUITY,0,NPBET,1,Tata Nifty Private Bank ETF,,,,1,NA,ETF,EQ,TATAAML - NPBET
NSE,E,13,EQUITY,0,ABB,1,ABB,,,,50,NA,ES,EQ,ABB INDIA LIMITED
NSE,E,13014,EQUITY,0,DHARMAJ,1,Dharmaj Crop Guard,,,,5,NA,ES,BE,DHARMAJ CROP GUARD LTD
NSE,E,13035,EQUITY,0,SAFARI,1,Safari Industries,,,,10,NA,ES,EQ,SAFARI IND (INDIA) LTD
NSE,E,13057,EQUITY,0,UNIPARTS,1,Uniparts,,,,5,NA,ES,EQ,UNIPARTS INDIA LIMITED
NSE,E,13061,EQUITY,0,360ONE,1,360 One WAM,,,,10,NA,ES,EQ,360 ONE WAM LIMITED
NSE,E,13072,EQUITY,0,IIFLCAPS,1,IIFL Capital Services,,,,5,NA,ES,EQ,IIFL CAPITAL SERVICES LTD
NSE,E,13081,EQUITY,0,TRIVENI,1,Triveni Engineering & Industries,,,,5,NA,ES,EQ,TRIVENI ENGG. & INDS. LTD
NSE,E,13082,EQUITY,0,SILVER1,1,Kotak Silver ETF,,,,1,NA,ETF,EQ,KOTAKMAMC - KOTAKSILVE
NSE,E,13086,EQUITY,0,AIAENG,1,AIA Engineering,,,,10,NA,ES,EQ,AIA ENGINEERING LIMITED
NSE,E,13091,EQUITY,0,EKC,1,Everest Kanto Cylinder,,,,1,NA,ES,EQ,EVEREST KANTO CYLINDERLTD
NSE,E,13101,EQUITY,0,VIMTALABS,1,Vimta Labs,,,,5,NA,ES,EQ,VIMTA LABS LIMITED
NSE,E,13109,EQUITY,0,NAHARINDUS,1,Nahar Industrial Enterprises,,,,1,NA,ES,BE,NAHAR INDS ENT LTD
NSE,E,13111,EQUITY,0,ORIENTCER,1,Orient Ceratech,,,,1,NA,ES,EQ,ORIENT CERATECH LIMITED
NSE,E,13116,EQUITY,0,QUICKHEAL,1,Quick Heal Technologies,,,,5,NA,ES,EQ,QUICK HEAL TECH LTD
NSE,E,13120,EQUITY,0,TVSELECT,1,TVS Electronics,,,,5,NA,ES,BE,TVS ELECTRONICS LTD
NSE,E,13125,EQUITY,0,KERNEX,1,Kernex Microsystems,,,,10,NA,ES,BE,KERNEX MICROSYS(I) LTD
NSE,E,13126,EQUITY,0,REPRO,1,Repro,,,,5,NA,ES,EQ,REPRO INDIA LIMITED
NSE,E,1313,EQUITY,0,HARRMALAYA,1,Harrisons Malayalam,,,,1,NA,ES,EQ,HARRISON MALAYALAM LTD
NSE,E,13139,EQUITY,0,EBBETF0433,1,Edelweiss Bharat Bond April 2033 ETF,,,,1,NA,ETF,EQ,EDELAMC - EBBETF0433
NSE,E,13143,EQUITY,0,GSEC10IETF,1,ICICI Pru Nifty 10 Year G-Sec ETF,,,,1,NA,ETF,EQ,ICICIPRAMC - ICICI10GS
NSE,E,13147,EQUITY,0,PVRINOX,1,PVR Inox,,,,5,NA,ES,EQ,PVR INOX LIMITED
NSE,E,1315,EQUITY,0,GALAXYSURF,1,Galaxy Surfactants,,,,10,NA,ES,EQ,GALAXY SURFACTANTS LTD
NSE,E,13162,EQUITY,0,CELEBRITY,1,Celebrity Fashions,,,,1,NA,ES,EQ,CELEBRITY FASHIONS LTD
NSE,E,13175,EQUITY,0,NITINSPIN,1,Nitin Spinners,,,,5,NA,ES,EQ,NITIN SPINNERS LIMITED
NSE,E,13182,EQUITY,0,ROHLTD,1,Royal Orchid Hotels,,,,5,NA,ES,EQ,ROYAL ORCHID HOTELS LTD
NSE,E,13188,EQUITY,0,RCOM,1,Reliance Communications,,,,1,NA,ES,BE,RELIANCE COMMUNICATIONS L
NSE,E,13192,EQUITY,0,ENIL,1,Entertainment Network,,,,1,NA,ES,EQ,ENTERTAIN NET. IND. LTD.
NSE,E,13197,EQUITY,0,GSPL,1,Gujarat State Petronet,,,,5,NA,ES,EQ,GUJARAT STATE PETRO LTD
NSE,E,13198,EQUITY,0,COMMOIETF,1,ICICI Pru Nifty Commodities ETF,,,,1,NA,ETF,EQ,ICICIPRAMC - ICICICOMMO
NSE,E,13211,EQUITY,0,JAGRAN,1,Jagran Prakashan,,,,1,NA,ES,EQ,JAGRAN PRAKASHAN LIMITED
NSE,E,13218,EQUITY,0,SULA,1,Sula Vineyards,,,,5,NA,ES,EQ,SULA VINEYARDS LIMITED
NSE,E,13229,EQUITY,0,GVKPIL,1,GVK Power & Infrastructure,,,,1,NA,ES,BE,GVK POW. & INFRA LTD.
NSE,E,13236,EQUITY,0,SADBHAV,1,Sadbhav Engineering,,,,1,NA,ES,EQ,SADBHAV ENGINEERING LTD
NSE,E,13255,EQUITY,0,SAKUMA,1,Sakuma Exports,,,,1,NA,ES,BE,SAKUMA EXPORTS LIMITED
NSE,E,13260,EQUITY,0,KEC,1,KEC International,,,,5,NA,ES,EQ,KEC INTL. LIMITED
NSE,E,13270,EQUITY,0,JKCEMENT,1,JK Cement,,,,50,NA,ES,EQ,JK CEMENT LIMITED
NSE,E,13275,EQUITY,0,INDOTECH,1,Indo Tech Transformers,,,,10,NA,ES,EQ,INDO TECH TRANSFORM LTD.
NSE,E,13276,EQUITY,0,LANDMARK,1,Landmark Cars,,,,5,NA,ES,EQ,LANDMARK CARS LIMITED
NSE,E,13285,EQUITY,0,M&MFIN,1,M&M Financial Services,,,,5,NA,ES,EQ,M&M FIN. SERVICES LTD
NSE,E,13288,EQUITY,0,AFSL,1,Abans Financial Services,,,,1,NA,ES,EQ,ABANS FINANCIAL SRVCS LTD
NSE,E,13290,EQUITY,0,BLKASHYAP,1,B L Kashyap & Sons,,,,1,NA,ES,EQ,B.L.KASHYAP & SON LTD
NSE,E,13298,EQUITY,0,VISASTEEL,1,VISA Steel,,,,1,NA,ES,BE,VISA STEEL LIMITED
NSE,E,13300,EQUITY,0,NITCO,1,NITCO Tiles,,,,1,NA,ES,EQ,NITCO LIMITED
NSE,E,13305,EQUITY,0,CENTURYPLY,1,Century Plyboards,,,,5,NA,ES,EQ,CENTURY PLYBOARDS (I) LTD
NSE,E,13307,EQUITY,0,IEL,1,Indiabulls Enterprises,,,,1,NA,ES,BE,INDIABULLS ENT LTD
NSE,E,13310,EQUITY,0,KEI,1,KEI Industries,,,,10,NA,ES,EQ,KEI INDUSTRIES LTD.
NSE,E,13321,EQUITY,0,ORTEL,1,Ortel Communications,,,,1,NA,ES,BZ,ORTEL COMMUNICATIONS LTD
NSE,E,1333,EQUITY,0,HDFCBANK,1,HDFC Bank,,,,10,NA,ES,EQ,HDFC BANK LTD
NSE,E,13332,EQUITY,0,SOLARINDS,1,Solar Industries,,,,100,NA,ES,EQ,SOLAR INDUSTRIES (I) LTD
NSE,E,13337,EQUITY,0,GALLANTT,1,Gallantt Ispat,,,,5,NA,ES,EQ,GALLANTT ISPAT LIMITED
NSE,E,1334,EQUITY,0,MARINE,1,Marine Electricals,,,,1,NA,ES,BE,MARINE ELECTRICAL (I) LTD
NSE,E,13346,EQUITY,0,VAKRANGEE,1,Vakrangee,,,,1,NA,ES,BE,VAKRANGEE LIMITED
NSE,E,13352,EQUITY,0,MALUPAPER,1,Malu Paper Mills,,,,1,NA,ES,EQ,MALU PAPER MILLS LIMITED
NSE,E,13359,EQUITY,0,KFINTECH,1,KFin Technologies,,,,10,NA,ES,EQ,KFIN TECHNOLOGIES LIMITED
NSE,E,1336,EQUITY,0,HEG,1,HEG,,,,5,NA,ES,EQ,HEG LTD
NSE,E,13370,EQUITY,0,SGL,1,STL Global,,,,1,NA,ES,BE,STL GLOBAL LIMITED
NSE,E,13376,EQUITY,0,UTTAMSUGAR,1,Uttam Sugar Mills,,,,5,NA,ES,EQ,UTTAM SUGAR MILLS LTD.
NSE,E,1338,EQUITY,0,SDBL,1,Som Distilleries & Breweries,,,,1,NA,ES,EQ,SOM DIST & BREW LTD
NSE,E,13381,EQUITY,0,KKCL,1,Kewal Kiran Clothing,,,,5,NA,ES,EQ,KEWAL KIRAN CLOTHING LTD
NSE,E,13400,EQUITY,0,BHAGERIA,1,Bhageria Industries,,,,1,NA,ES,EQ,BHAGERIA INDUSTRIES LTD
NSE,E,13404,EQUITY,0,SUNTV,1,Sun TV Network,,,,5,NA,ES,EQ,SUN TV NETWORK LIMITED
NSE,E,13409,EQUITY,0,GPIL,1,Godawari Power & ISPAT,,,,1,NA,ES,EQ,GODAWARI POW & ISP LTD
NSE,E,13414,EQUITY,0,RSYSTEMS,1,R Systems International,,,,5,NA,ES,EQ,R SYS INTERNATIONAL LTD
NSE,E,13419,EQUITY,0,SUPREMEINF,1,Supreme Infrastructure,,,,1,NA,ES,BZ,SUPREME INFRA. LTD
NSE,E,13421,EQUITY,0,EMKAY,1,Emkay Global Financial Services,,,,1,NA,ES,EQ,EMKAY GLOBAL FIN SERV LTD
NSE,E,13430,EQUITY,0,KELLTONTEC,1,Kellton Tech Solutions,,,,1,NA,ES,EQ,KELLTON TECH SOL LTD
NSE,E,13432,EQUITY,0,ELIN,1,Elin Electronics,,,,1,NA,ES,BE,ELIN ELECTRONICS LIMITED
NSE,E,13436,EQUITY,0,LOKESHMACH,1,Lokesh Machines,,,,1,NA,ES,EQ,LOKESH MACHINES LTD
NSE,E,13441,EQUITY,0,BALPHARMA,1,Bal Pharma,,,,1,NA,ES,EQ,BAL PHARMA LTD.
NSE,E,13451,EQUITY,0,RATNAMANI,1,Ratnamani Metals & Tubes,,,,10,NA,ES,EQ,RATNAMANI MET & TUB LTD.
NSE,E,13457,EQUITY,0,KAMDHENU,1,Kamdhenu,,,,1,NA,ES,EQ,KAMDHENU LIMITED
