SEM_EXM_EXCH_ID,SEM_SEGMENT,SEM_SMST_SECURITY_ID,SEM_INSTRUMENT_NAME,SEM_EXPIRY_CODE,SEM_TRADING_SYMBOL,SEM_LOT_UNITS,SEM_CUSTOM_SYMBOL,SEM_EXPIRY_DATE,SEM_STRIKE_PRICE,SEM_OPTION_TYPE,SEM_TICK_SIZE,SEM_EXPIRY_FLAG,SEM_EXCH_INSTRUMENT_TYPE,SEM_SERIES,SM_SYMBOL_NAME
BSE,E,500002,EQUITY,0,ABB,1,ABB,,,,5,NA,ES,A,ABB INDIA LIMITED
BSE,E,500003,EQUITY,0,AEGISLOG,1,Aegis Logistics,,,,5,NA,ES,A,AEGIS LOGISTICS LTD.
BSE,E,500008,EQUITY,0,ARE&M,1,Amara Raja Energy & Mobility,,,,5,NA,ES,A,Amara Raja Energy & Mobil
BSE,E,500020,EQUITY,0,BOMDYEING,1,Bombay Dyeing,,,,5,NA,ES,A,BOMBAY DYEING & MFG.CO.LT
BSE,E,500027,EQUITY,0,ATUL,1,ATUL,,,,5,NA,ES,A,ATUL LTD.
BSE,E,500031,EQUITY,0,BAJAJELEC,1,Bajaj Electricals,,,,5,NA,ES,A,BAJAJ ELECTRICALS LTD.
BSE,E,500032,EQUITY,0,BAJAJHIND,1,Bajaj Hindusthan Sugar,,,,1,NA,ES,A,BAJAJ HINDUSTHAN SUGAR LI
BSE,E,500033,EQUITY,0,FORCEMOT,1,Force Motors,,,,5,NA,ES,A,FORCE MOTORS LTD.
BSE,E,500034,EQUITY,0,BAJFINANCE,1,Bajaj Finance ,,,,5,NA,ES,A,BAJAJ FINANCE LIMITED
BSE,E,500038,EQUITY,0,BALRAMCHIN,1,Balrampur Chini Mills,,,,5,NA,ES,A,BALRAMPUR CHINI MILLS LTD
BSE,E,500039,EQUITY,0,BANCOINDIA,1,Banco Products,,,,5,NA,ES,A,BANCO PRODUCTS (INDIA) LT
BSE,E,500040,EQUITY,0,ABREL,1,Aditya Birla Real Estate ,,,,5,NA,ES,A,ADITYA BIRLA REAL ESTATE 
BSE,E,500041,EQUITY,0,BANARISUG,1,Bannari Amman Sugars,,,,5,NA,ES,B,BANNARI AMMAN SUGARS LTD.
BSE,E,500042,EQUITY,0,BASF,1,BASF,,,,5,NA,ES,A,BASF INDIA LTD.
BSE,E,500043,EQUITY,0,BATAINDIA,1,Bata,,,,5,NA,ES,A,BATA INDIA LTD.
BSE,E,500048,EQUITY,0,BEML,1,BEML,,,,5,NA,ES,A,BEML LTD.
BSE,E,500049,EQUITY,0,BEL,1,Bharat Electronics,,,,5,NA,ES,A,BHARAT ELECTRONICS LTD.
BSE,E,500052,EQUITY,0,BEPL,1,Bhansali Engineering Polymers,,,,5,NA,ES,B,BHANSALI ENGINEERING POLY
BSE,E,500067,EQUITY,0,BLUESTARCO,1,Blue Star,,,,5,NA,ES,A,BLUE STAR LTD.
BSE,E,500068,EQUITY,0,DISAQ,1,DISA,,,,5,NA,ES,B,DISA INDIA LTD.
BSE,E,500074,EQUITY,0,BPL,1,BPL,,,,1,NA,ES,B,BPL LTD.
BSE,E,500078,EQUITY,0,OAL,1,Oriental Aromatics,,,,5,NA,ES,B,ORIENTAL AROMATICS LIMITE
BSE,E,500083,EQUITY,0,CENTEXT,1,Century Extrusions,,,,1,NA,ES,B,CENTURY EXTRUSIONS LTD.
BSE,E,500084,EQUITY,0,CESC,1,CESC,,,,5,NA,ES,A,CESC LTD.
BSE,E,500085,EQUITY,0,CHAMBLFERT,1,Chambal Fertilisers & Chemicals,,,,5,NA,ES,A,CHAMBAL FERTILISERS & CHE
BSE,E,500086,EQUITY,0,EXIDEIND,1,Exide Industries,,,,5,NA,ES,A,EXIDE INDUSTRIES LTD.
BSE,E,500087,EQUITY,0,CIPLA,1,Cipla,,,,5,NA,ES,A,CIPLA LTD.
BSE,E,500089,EQUITY,0,DICIND,1,DIC India,,,,5,NA,ES,B,DIC INDIA LTD.
BSE,E,500092,EQUITY,0,CRISIL,1,CRISIL,,,,5,NA,ES,A,CRISIL LTD.
BSE,E,500093,EQUITY,0,CGPOWER,1,CG Power & Industrial Solutions,,,,5,NA,ES,A,CG Power and Industrial S
BSE,E,500096,EQUITY,0,DABUR,1,Dabur,,,,5,NA,ES,A,DABUR INDIA LTD.
BSE,E,500097,EQUITY,0,DALMIASUG,1,Dalmia Bharat Sugar & Industries,,,,5,NA,ES,B,DALMIA BHARAT SUGAR AND I
BSE,E,500101,EQUITY,0,ARVIND,1,Arvind,,,,5,NA,ES,A,ARVIND LTD.
BSE,E,500103,EQUITY,0,BHEL,1,Bharat Heavy Electricals,,,,5,NA,ES,A,BHARAT HEAVY ELECTRICALS 
BSE,E,500104,EQUITY,0,HINDPETRO,1,Hindustan Petroleum,,,,5,NA,ES,A,HINDUSTAN PETROLEUM CORPO
BSE,E,500106,EQUITY,0,IFCI,1,IFCI,,,,1,NA,ES,A,IFCI LTD.
BSE,E,500108,EQUITY,0,MTNL,1,Mahanagar Telephone Nigam,,,,1,NA,ES,B,MAHANAGAR TELEPHONE NIGAM
BSE,E,500109,EQUITY,0,MRPL,1,Mangalore Refinery & Petroleum,,,,5,NA,ES,A,MANGALORE REFINERY & PETR
BSE,E,500110,EQUITY,0,CHENNPETRO,1,Chennai Petroleum Corporation,,,,5,NA,ES,A,CHENNAI PETROLEUM CORPORA
BSE,E,500112,EQUITY,0,SBIN,1,State Bank of India,,,,5,NA,ES,A,STATE BANK OF INDIA
BSE,E,500113,EQUITY,0,SAIL,1,Steel Authority of India,,,,5,NA,ES,A,STEEL AUTHORITY OF INDIA 
BSE,E,500114,EQUITY,0,TITAN,1,Titan,,,,5,NA,ES,A,TITAN COMPANY LIMITED
BSE,E,500116,EQUITY,0,IDBI,1,IDBI Bank,,,,5,NA,ES,A,IDBI BANK LTD.
BSE,E,500117,EQUITY,0,DCW,1,DCW,,,,1,NA,ES,A,DCW LTD.
BSE,E,500119,EQUITY,0,DHAMPURSUG,1,Dhampur Sugar Mills,,,,5,NA,ES,B,DHAMPUR SUGAR MILLS LTD.
BSE,E,500120,EQUITY,0,DIAMINESQ,1,Diamines & Chemicals,,,,5,NA,ES,B,DIAMINES & CHEMICALS LTD.
BSE,E,500123,EQUITY,0,ELANTAS,1,Elantas Beck,,,,5,NA,ES,B,ELANTAS BECK INDIA LTD.
BSE,E,500124,EQUITY,0,DRREDDY,1,Dr Reddys Laboratories,,,,5,NA,ES,A,DR.REDDYS LABORATORIES LT
BSE,E,500125,EQUITY,0,EIDPARRY,1,EID Parry,,,,5,NA,ES,A,E.I.D.-PARRY (INDIA) LTD.
BSE,E,500126,EQUITY,0,PGHL,1,Procter & Gamble Health,,,,5,NA,ES,A,PROCTER & GAMBLE HEALTH L
BSE,E,500128,EQUITY,0,ELECTCAST,1,Electrosteel Castings,,,,5,NA,ES,A,ELECTROSTEEL CASTINGS LTD
BSE,E,500133,EQUITY,0,ESABINDIA,1,ESAB India,,,,5,NA,ES,A,ESAB INDIA LTD.
BSE,E,500135,EQUITY,0,EPL,1,EPL,,,,5,NA,ES,A,EPL LIMITED
BSE,E,500136,EQUITY,0,ESTER,1,Ester Industries,,,,5,NA,ES,B,ESTER INDUSTRIES LTD.
BSE,E,500144,EQUITY,0,FINCABLES,1,Finolex Cables,,,,5,NA,ES,A,FINOLEX CABLES LTD.
BSE,E,500147,EQUITY,0,COCKERILL,1,John Cockerill,,,,5,NA,ES,B,JOHN COCKERILL INDIA LIMI
BSE,E,500148,EQUITY,0,UFLEX,1,UFLEX,,,,5,NA,ES,B,UFLEX LTD.
BSE,E,500150,EQUITY,0,FOSECOIND,1,Foseco,,,,5,NA,ES,B,FOSECO INDIA LTD.
BSE,E,500153,EQUITY,0,GANESHBE,1,Ganesh Benzoplast,,,,1,NA,ES,B,GANESH BENZOPLAST LTD.
BSE,E,500160,EQUITY,0,GTL,1,GTL,,,,1,NA,ES,B,GTL LTD.
BSE,E,500163,EQUITY,0,GODFRYPHLP,1,Godfrey Phillips,,,,5,NA,ES,A,GODFREY PHILLIPS INDIA LT
BSE,E,500164,EQUITY,0,GODREJIND,1,Godrej Industries,,,,5,NA,ES,A,GODREJ INDUSTRIES LTD.
BSE,E,500165,EQUITY,0,KANSAINER,1,Kansai Nerolac Paints,,,,5,NA,ES,A,KANSAI NEROLAC PAINTS LTD
BSE,E,500168,EQUITY,0,GOODYEAR,1,Goodyear,,,,5,NA,ES,B,GOODYEAR INDIA LTD.
BSE,E,500171,EQUITY,0,GHCL,1,GHCL,,,,5,NA,ES,A,GHCL LTD.
BSE,E,500173,EQUITY,0,GFLLIMITED,1,GFL,,,,1,NA,ES,B,GFL LIMITED
BSE,E,500180,EQUITY,0,HDFCBANK,1,HDFC Bank,,,,5,NA,ES,A,HDFC BANK LTD.
BSE,E,500182,EQUITY,0,HEROMOTOCO,1,Hero Motocorp,,,,5,NA,ES,A,HERO MOTOCORP LTD.
BSE,E,500183,EQUITY,0,HFCL,1,HFCL,,,,1,NA,ES,A,HFCL LIMITED
BSE,E,500184,EQUITY,0,HSCL,1,Himadri Speciality Chemical,,,,5,NA,ES,A,Himadri Speciality Chemic
BSE,E,500186,EQUITY,0,HINDOILEXP,1,Hindustan Oil Exploration,,,,5,NA,ES,B,HINDUSTAN OIL EXPLORATION
BSE,E,500187,EQUITY,0,AGI,1,AGI Greenpac,,,,5,NA,ES,A,AGI GREENPAC LIMITED
BSE,E,500188,EQUITY,0,HINDZINC,1,Hindustan Zinc,,,,5,NA,ES,A,HINDUSTAN ZINC LTD.
BSE,E,500189,EQUITY,0,NDLVENTURE,1,NDL Ventures,,,,1,NA,ES,B,NDL Ventures Limited
BSE,E,500193,EQUITY,0,HLVLTD,1,HLV,,,,1,NA,ES,B,HLV LIMITED
BSE,E,500199,EQUITY,0,IGPL,1,IG Petrochemicals,,,,5,NA,ES,B,I G PETROCHEMICALS LTD.
BSE,E,500201,EQUITY,0,INDIAGLYCO,1,India Glycols,,,,5,NA,ES,A,INDIA GLYCOLS LTD.
BSE,E,500209,EQUITY,0,INFY,1,Infosys,,,,5,NA,ES,A,INFOSYS LTD.
BSE,E,500210,EQUITY,0,INGERRAND,1,Ingersoll Rand,,,,5,NA,ES,A,INGERSOLL-RAND (INDIA) LT
BSE,E,500214,EQUITY,0,IONEXCHANG,1,Ion Exchange,,,,5,NA,ES,A,ION EXCHANGE (INDIA) LTD.
BSE,E,500215,EQUITY,0,SUNDROP,1,Sundrop Brands,,,,5,NA,ES,B,SUNDROP BRANDS LIMITED
BSE,E,500219,EQUITY,0,JISLJALEQS,1,Jain Irrigation Systems,,,,1,NA,ES,A,JAIN IRRIGATION SYSTEMS L
BSE,E,500227,EQUITY,0,JINDALPOLY,1,Jindal Poly Films,,,,5,NA,ES,B,JINDAL POLY FILMS LTD.
BSE,E,500228,EQUITY,0,JSWSTEEL,1,JSW Steel,,,,5,NA,ES,A,JSW STEEL LTD.
BSE,E,500233,EQUITY,0,KAJARIACER,1,Kajaria Ceramics,,,,5,NA,ES,A,KAJARIA CERAMICS LTD.
BSE,E,500234,EQUITY,0,KAKATCEM,1,Kakatiya Cement Sugar & Industries,,,,5,NA,ES,B,KAKATIYA CEMENT SUGAR & I
BSE,E,500235,EQUITY,0,KSL,1,Kalyani Steels,,,,5,NA,ES,B,KALYANI STEELS LTD.
BSE,E,500238,EQUITY,0,WHIRLPOOL,1,Whirlpool,,,,5,NA,ES,A,WHIRLPOOL OF INDIA LTD.
BSE,E,500241,EQUITY,0,KIRLOSBROS,1,Kirloskar Brothers,,,,5,NA,ES,A,KIRLOSKAR BROTHERS LTD.
BSE,E,500243,EQUITY,0,KIRLOSIND,1,Kirloskar Industries,,,,5,NA,ES,B,KIRLOSKAR INDUSTRIES LTD
BSE,E,500245,EQUITY,0,KIRLFER,1,Kirloskar Ferrous Industries,,,,5,NA,ES,A,KIRLOSKAR FERROUS INDUSTR
BSE,E,500247,EQUITY,0,KOTAKBANK,1,Kotak Bank,,,,5,NA,ES,A,KOTAK MAHINDRA BANK LTD.
BSE,E,500249,EQUITY,0,KSB,1,KSB,,,,5,NA,ES,A,KSB LIMITED
BSE,E,500250,EQUITY,0,LGBBROSLTD,1,LG Balakrishnan & Bros,,,,5,NA,ES,B,L.G.BALAKRISHNAN & BROS.L
BSE,E,500251,EQUITY,0,TRENT,1,Trent,,,,5,NA,ES,A,TRENT LTD.
BSE,E,500252,EQUITY,0,LMW,1,LMW,,,,5,NA,ES,A,LMW Limited
BSE,E,500253,EQUITY,0,LICHSGFIN,1,LIC Housing Finance,,,,5,NA,ES,A,LIC HOUSING FINANCE LTD.
BSE,E,500257,EQUITY,0,LUPIN,1,Lupin,,,,5,NA,ES,A,LUPIN LTD.
BSE,E,500259,EQUITY,0,LYKALABS,1,Lyka Labs,,,,5,NA,ES,B,LYKA LABS LTD.
BSE,E,500260,EQUITY,0,RAMCOCEM,1,Ramco Cements,,,,5,NA,ES,A,THE RAMCO CEMENTS LIMITED
BSE,E,500264,EQUITY,0,MAFATIND,1,Mafatlal Industries,,,,5,NA,ES,B,MAFATLAL INDUSTRIES LTD.
BSE,E,500265,EQUITY,0,MAHSEAMLES,1,Maharashtra Seamless,,,,5,NA,ES,A,MAHARASHTRA SEAMLESS LTD.
BSE,E,500266,EQUITY,0,MAHSCOOTER,1,Maharashtra Scooters,,,,5,NA,ES,A,MAHARASHTRA SCOOTERS LTD.
BSE,E,500268,EQUITY,0,MANALIPETC,1,Manali Petrochemicals,,,,1,NA,ES,B,MANALI PETROCHEMICAL LTD.
BSE,E,500271,EQUITY,0,MFSL,1,Max Financial Services,,,,5,NA,ES,A,Max Financial Services Li
BSE,E,500279,EQUITY,0,MIRCELECTR,1,MIRC Electronics,,,,1,NA,ES,B,MIRC ELECTRONICS LTD.
BSE,E,500280,EQUITY,0,CENTENKA,1,Century Enka,,,,5,NA,ES,B,CENTURY ENKA LTD.
BSE,E,500282,EQUITY,0,MODTHREAD,1,Modern Threads,,,,1,NA,ES,B,MODERN THREADS (INDIA) LT
BSE,E,500284,EQUITY,0,LORDSCHLO,1,Lords Chloro Alkali,,,,5,NA,ES,B,LORDS CHLORO ALKALI LTD.
BSE,E,500285,EQUITY,0,SPICEJET,1,Spicejet,,,,1,NA,ES,A,SPICEJET LTD.
BSE,E,500288,EQUITY,0,MOREPENLAB,1,Morepen Laboratories,,,,1,NA,ES,A,MOREPEN LABORATORIES LTD.
BSE,E,500290,EQUITY,0,MRF,1,MRF,,,,5,NA,ES,A,MRF LTD.
BSE,E,500292,EQUITY,0,HEIDELBERG,1,Heidelberg Cement,,,,5,NA,ES,B,HEIDELBERGCEMENT INDIA LT
BSE,E,500294,EQUITY,0,NCC,1,NCC,,,,5,NA,ES,A,NCC LIMITED
BSE,E,500295,EQUITY,0,VEDL,1,Vedanta,,,,5,NA,ES,A,VEDANTA LIMITED
BSE,E,500296,EQUITY,0,NAHARSPING,1,Nahar Spinning Mills,,,,5,NA,ES,B,NAHAR SPINNING MILLS LTD.
BSE,E,500300,EQUITY,0,GRASIM,1,Grasim Industries,,,,5,NA,ES,A,GRASIM INDUSTRIES LTD.
BSE,E,500302,EQUITY,0,PEL,1,Piramal Enterprises,,,,5,NA,ES,A,PIRAMAL ENTERPRISES LTD.
BSE,E,500304,EQUITY,0,NIITLTD,1,NIIT,,,,5,NA,ES,A,NIIT LTD.
BSE,E,500306,EQUITY,0,JAYKAY,1,Jaykay Enterprises,,,,5,NA,ES,B,Jaykay Enterprises Limite
BSE,E,500307,EQUITY,0,NIRLON,1,Nirlon,,,,5,NA,ES,B,NIRLON LTD.
BSE,E,500312,EQUITY,0,ONGC,1,Oil & Natural Gas Corporation,,,,5,NA,ES,A,OIL AND NATURAL GAS CORPO
BSE,E,500313,EQUITY,0,OILCOUNTUB,1,Oil Country Tubular,,,,1,NA,ES,B,OIL COUNTRY TUBULAR LTD.
BSE,E,500314,EQUITY,0,ORIENTHOT,1,Oriental Hotels,,,,5,NA,ES,B,ORIENTAL HOTELS LTD.
BSE,E,500317,EQUITY,0,OSWALAGRO,1,Oswal Agro Mills,,,,1,NA,ES,B,OSWAL AGRO MILLS LTD.
BSE,E,500325,EQUITY,0,RELIANCE,1,Reliance Industries,,,,5,NA,ES,A,RELIANCE INDUSTRIES LTD.
BSE,E,500330,EQUITY,0,RAYMOND,1,Raymond,,,,5,NA,ES,A,RAYMOND LTD.
BSE,E,500331,EQUITY,0,PIDILITIND,1,Pidilite Industries,,,,5,NA,ES,A,PIDILITE INDUSTRIES LTD.
BSE,E,500333,EQUITY,0,PIXTRANS,1,PIX Transmissions,,,,5,NA,ES,B,PIX TRANSMISSIONS LTD.
BSE,E,500335,EQUITY,0,BIRLACORPN,1,Birla Corporation,,,,5,NA,ES,A,BIRLA CORPORATION LTD.
BSE,E,500336,EQUITY,0,SURYAROSNI,1,Surya Roshni,,,,5,NA,ES,A,SURYA ROSHNI LTD.
BSE,E,500337,EQUITY,0,PRIMESECU,1,Prime Securities,,,,5,NA,ES,B,PRIME SECURITIES LTD.
BSE,E,500338,EQUITY,0,PRSMJOHNSN,1,Prism Johnson,,,,5,NA,ES,A,PRISM JOHNSON LIMITED.
BSE,E,500339,EQUITY,0,RAIN,1,Rain Industries,,,,5,NA,ES,A,RAIN INDUSTRIES LIMITED
BSE,E,500342,EQUITY,0,PRUDMOULI,1,Prudential Sugar Corporation,,,,1,NA,ES,B,PRUDENTIAL SUGAR CORPORAT
BSE,E,500343,EQUITY,0,AMJLAND,1,AMJ Land Holdings,,,,1,NA,ES,B,AMJ LAND HOLDINGS LIMITED
BSE,E,500350,EQUITY,0,RSWM,1,RSWM,,,,5,NA,ES,B,RSWM LTD.
BSE,E,500354,EQUITY,0,RAJSREESUG,1,Rajshree Sugars & Chemicals,,,,1,NA,ES,B,RAJSHREE SUGARS & CHEMICA
BSE,E,500355,EQUITY,0,RALLIS,1,Rallis,,,,5,NA,ES,A,RALLIS INDIA LTD.
BSE,E,500365,EQUITY,0,WELSPLSOL,1,Welspun Specialty Solution,,,,1,NA,ES,B,WELSPUN SPECIALTY SOLUTIO
BSE,E,500367,EQUITY,0,RUBFILA,1,Rubfila International,,,,1,NA,ES,B,RUBFILA INTERNATIONAL LTD
BSE,E,500368,EQUITY,0,PATANJALI,1,Patanjali Foods,,,,5,NA,ES,A,Patanjali Foods Limited
BSE,E,500378,EQUITY,0,JINDALSAW,1,Jindal SAW,,,,5,NA,ES,A,JINDAL SAW LTD.
BSE,E,500380,EQUITY,0,JKLAKSHMI,1,JK Lakshmi Cement,,,,5,NA,ES,A,JK LAKSHMI CEMENT LTD.
BSE,E,500387,EQUITY,0,SHREECEM,1,Shree Cement,,,,5,NA,ES,A,SHREE CEMENT LTD.
BSE,E,500400,EQUITY,0,TATAPOWER,1,Tata Power,,,,5,NA,ES,A,TATA POWER CO.LTD.
BSE,E,500402,EQUITY,0,SPMLINFRA,1,SPML Infra,,,,5,NA,ES,B,SPML INFRA LIMITED
BSE,E,500403,EQUITY,0,SUNDRMFAST,1,Sundram Fasteners,,,,5,NA,ES,A,SUNDRAM FASTENERS LTD.
BSE,E,500404,EQUITY,0,SUNFLAG,1,Sunflag Iron & Steel Company,,,,5,NA,ES,B,SUNFLAG IRON & STEEL CO.L
BSE,E,500405,EQUITY,0,SPLPETRO,1,Supreme Petrochemicals,,,,5,NA,ES,A,SUPREME PETROCHEM LTD.
BSE,E,500407,EQUITY,0,SWARAJENG,1,Swaraj Engines,,,,5,NA,ES,B,SWARAJ ENGINES LTD.
BSE,E,500408,EQUITY,0,TATAELXSI,1,Tata Elxsi,,,,5,NA,ES,A,TATA ELXSI LTD.
BSE,E,500410,EQUITY,0,ACC,1,ACC,,,,5,NA,ES,A,ACC LTD.
BSE,E,500411,EQUITY,0,THERMAX,1,Thermax,,,,5,NA,ES,A,THERMAX LTD.
BSE,E,500412,EQUITY,0,TIRUMALCHM,1,Thirumalai Chemicals,,,,5,NA,ES,A,THIRUMALAI CHEMICALS LTD.
BSE,E,500413,EQUITY,0,THOMASCOOK,1,Thomas Cook,,,,5,NA,ES,A,THOMAS COOK (INDIA) LTD.
BSE,E,500414,EQUITY,0,TIMEX,1,Timex Group,,,,5,NA,ES,B,TIMEX GROUP INDIA LTD.
BSE,E,500418,EQUITY,0,TOKYOPLAST,1,Tokyo Plast International,,,,5,NA,ES,B,TOKYO PLAST INTERNATIONAL
BSE,E,500420,EQUITY,0,TORNTPHARM,1,Torrent Pharmaceuticals,,,,5,NA,ES,A,TORRENT PHARMACEUTICALS L
BSE,E,500425,EQUITY,0,AMBUJACEM,1,Ambuja Cements,,,,5,NA,ES,A,AMBUJA CEMENTS LTD.
BSE,E,500429,EQUITY,0,UNIENTER,1,Uniphos Enterprises,,,,5,NA,ES,B,UNIPHOS ENTERPRISES LTD.
BSE,E,500439,EQUITY,0,VHL,1,Vardhman Holdings,,,,5,NA,ES,B,VARDHMAN HOLDINGS LTD.
BSE,E,500440,EQUITY,0,HINDALCO,1,Hindalco Industries,,,,5,NA,ES,A,HINDALCO INDUSTRIES LTD.
BSE,E,500444,EQUITY,0,WSTCSTPAPR,1,West Coast Paper Mills,,,,5,NA,ES,B,West Coast Paper Mills Li
BSE,E,500456,EQUITY,0,PASUPTAC,1,Pasupati Acrylons,,,,1,NA,ES,B,PASUPATI ACRYLON LTD.
BSE,E,500459,EQUITY,0,PGHH,1,P&G Hygiene and Health Care,,,,5,NA,ES,A,PROCTER & GAMBLE HYGIENE 
BSE,E,500460,EQUITY,0,MUKANDLTD,1,Mukand,,,,5,NA,ES,B,MUKAND LTD.
BSE,E,500464,EQUITY,0,UCAL,1,UCAL,,,,5,NA,ES,B,UCAL LIMITED
BSE,E,500467,EQUITY,0,HARRMALAYA,1,Harrisons Malayalam,,,,5,NA,ES,B,HARRISONS MALAYALAM LTD.
BSE,E,500469,EQUITY,0,FEDERALBNK,1,Federal Bank,,,,5,NA,ES,A,FEDERAL BANK LTD.
BSE,E,500470,EQUITY,0,TATASTEEL,1,Tata Steel,,,,5,NA,ES,A,TATA STEEL LTD.
BSE,E,500472,EQUITY,0,SKFINDIA,1,SKF India,,,,5,NA,ES,A,SKF INDIA LTD.
BSE,E,500477,EQUITY,0,ASHOKLEY,1,Ashok Leyland,,,,5,NA,ES,A,ASHOK LEYLAND LTD.
BSE,E,500480,EQUITY,0,CUMMINSIND,1,Cummins,,,,5,NA,ES,A,CUMMINS INDIA LTD.
BSE,E,500483,EQUITY,0,TATACOMM,1,Tata Communications,,,,5,NA,ES,A,TATA COMMUNICATIONS LTD.
BSE,E,500488,EQUITY,0,ABBOTINDIA,1,Abbott,,,,5,NA,ES,A,ABBOTT INDIA LTD.
BSE,E,500490,EQUITY,0,BAJAJHLDNG,1,Bajaj Holdings & Investments,,,,5,NA,ES,A,BAJAJ HOLDINGS & INVESTME
BSE,E,500493,EQUITY,0,BHARATFORG,1,Bharat Forge,,,,5,NA,ES,A,BHARAT FORGE LTD.
BSE,E,500495,EQUITY,0,ESCORTS,1,Escorts Kubota,,,,5,NA,ES,A,Escorts Kubota Limited
BSE,E,500510,EQUITY,0,LT,1,Larsen & Toubro,,,,5,NA,ES,A,LARSEN & TOUBRO LTD.
BSE,E,500520,EQUITY,0,M&M,1,Mahindra & Mahindra,,,,5,NA,ES,A,MAHINDRA & MAHINDRA LTD.
BSE,E,500530,EQUITY,0,BOSCHLTD,1,Bosch,,,,5,NA,ES,A,BOSCH LTD.
BSE,E,500547,EQUITY,0,BPCL,1,Bharat Petroleum,,,,5,NA,ES,A,BHARAT PETROLEUM CORPORAT
BSE,E,500550,EQUITY,0,SIEMENS,1,Siemens,,,,5,NA,ES,A,SIEMENS LTD.
BSE,E,500570,EQUITY,0,TATAMOTORS,1,Tata Motors,,,,5,NA,ES,A,TATA MOTORS LTD.
BSE,E,500575,EQUITY,0,VOLTAS,1,Voltas,,,,5,NA,ES,A,VOLTAS LTD.
BSE,E,500620,EQUITY,0,GESHIP,1,Great Eastern Shipping Company,,,,5,NA,ES,A,GREAT EASTERN SHIPPING CO
BSE,E,500645,EQUITY,0,DEEPAKFERT,1,Deepak Fertilisers & Petrochemicals,,,,5,NA,ES,A,DEEPAK FERTILISERS & PETR
BSE,E,500650,EQUITY,0,EXCELINDUS,1,Excel Industries,,,,5,NA,ES,B,EXCEL INDUSTRIES LTD.
BSE,E,500655,EQUITY,0,GRWRHITECH,1,Garware Hi-Tech Films,,,,5,NA,ES,A,GARWARE HI-TECH FILMS LIM
BSE,E,500660,EQUITY,0,GLAXO,1,GlaxoSmithKline Pharmaceuticals,,,,5,NA,ES,A,GLAXOSMITHKLINE PHARMACEU
BSE,E,500670,EQUITY,0,GNFC,1,Gujarat Narmada Valley Fert & Chem,,,,5,NA,ES,A,GUJARAT NARMADA VALLEY FE
BSE,E,500672,EQUITY,0,NOVARTIND,1,Novartis,,,,5,NA,ES,B,NOVARTIS INDIA LTD.
BSE,E,500674,EQUITY,0,SANOFI,1,Sanofi,,,,5,NA,ES,A,SANOFI INDIA LTD
BSE,E,500680,EQUITY,0,PFIZER,1,Pfizer,,,,5,NA,ES,A,PFIZER LTD.
BSE,E,500690,EQUITY,0,GSFC,1,Gujarat State Fertilizers & Chemicals,,,,5,NA,ES,A,GUJARAT STATE FERTILIZERS
BSE,E,500696,EQUITY,0,HINDUNILVR,1,Hindustan Unilever,,,,5,NA,ES,A,HINDUSTAN UNILEVER LTD.
BSE,E,500710,EQUITY,0,AKZOINDIA,1,Akzo Nobel,,,,5,NA,ES,A,AKZO NOBEL INDIA LIMITED
BSE,E,500730,EQUITY,0,NOCIL,1,NOCIL,,,,5,NA,ES,A,NOCIL LTD.
BSE,E,500770,EQUITY,0,TATACHEM,1,Tata Chemicals,,,,5,NA,ES,A,TATA CHEMICALS LTD.
BSE,E,500777,EQUITY,0,TNPETRO,1,Tamilnadu Petroproducts,,,,5,NA,ES,B,TAMILNADU PETROPRODUCTS L
BSE,E,500780,EQUITY,0,ZUARIIND,1,Zuari Industries,,,,5,NA,ES,B,Zuari Industries Limited
BSE,E,500790,EQUITY,0,NESTLEIND,1,Nestle,,,,5,NA,ES,A,NESTLE INDIA LTD.
BSE,E,500800,EQUITY,0,TATACONSUM,1,Tata Consumer Products,,,,5,NA,ES,A,TATA CONSUMER PRODUCTS LI
BSE,E,500820,EQUITY,0,ASIANPAINT,1,Asian Paints,,,,5,NA,ES,A,ASIAN PAINTS LTD.
BSE,E,500825,EQUITY,0,BRITANNIA,1,Britannia Industries,,,,5,NA,ES,A,BRITANNIA INDUSTRIES LTD.
BSE,E,500830,EQUITY,0,COLPAL,1,Colgate Palmolive,,,,5,NA,ES,A,COLGATE-PALMOLIVE (INDIA)
BSE,E,500840,EQUITY,0,EIHOTEL,1,EIH Hotels,,,,5,NA,ES,A,EIH LTD.
BSE,E,500850,EQUITY,0,INDHOTEL,1,Indian Hotels Company,,,,5,NA,ES,A,INDIAN HOTELS CO.LTD.
BSE,E,500870,EQUITY,0,CASTROLIND,1,Castrol,,,,5,NA,ES,A,CASTROL INDIA LTD.
BSE,E,500875,EQUITY,0,ITC,1,ITC,,,,5,NA,ES,A,ITC LTD.
BSE,E,500877,EQUITY,0,APOLLOTYRE,1,Apollo Tyres,,,,5,NA,ES,A,APOLLO TYRES LTD.
BSE,E,500878,EQUITY,0,CEATLTD,1,CEAT,,,,5,NA,ES,A,CEAT LTD.
BSE,E,500940,EQUITY,0,FINPIPE,1,Finolex Industries,,,,5,NA,ES,A,FINOLEX INDUSTRIES LTD.
BSE,E,501298,EQUITY,0,INDPRUD,1,Industrial & Prudential Investment,,,,5,NA,ES,B,INDUSTRIAL & PRUDENTIAL I
